method,run_index,trial_index,replication_index,seed,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity,scenario,scenario_name,replication_nr,random_seed,animate,run_duration,use_hourly_arrival_rates,rate_multiplier,analysis1_fraction,analysis2_post1_fraction,eval_failed_fraction,preparation_pt_low,preparation_pt_high,preparation_pt_mode,sorting_pt_low,sorting_pt_high,sorting_pt_mode,analysis1_pt_low,analysis1_pt_high,analysis1_pt_mode,analysis2_pt_low,analysis2_pt_high,analysis2_pt_mode,evaluation_pt_low,evaluation_pt_high,evaluation_pt_mode,dispatching_pt_low,dispatching_pt_high,dispatching_pt_mode,transport_duration,verbose,kwargs,msg,t_end,n_orders_completed,n_orders_in_date,n_orders_late,in_date_count,out_of_date_count,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_time_in_system_mean,wip_time_in_system_std,wip_time_in_system_min,wip_time_in_system_max,wip_mean,wip_max,preparation_waiting_time_mean,preparation_waiting_time_max,preparation_queue_length_mean,preparation_queue_length_max,preparation_occupancy_mean,sorting_waiting_time_mean,sorting_waiting_time_max,sorting_queue_length_mean,sorting_queue_length_max,analysis1_waiting_time_mean,analysis1_waiting_time_max,analysis1_queue_length_mean,analysis1_queue_length_max,analysis1_orders_processed,analysis2_waiting_time_mean,analysis2_queue_length_mean,analysis2_orders_processed,evaluation_waiting_time_mean,evaluation_waiting_time_max,evaluation_queue_length_mean,evaluation_queue_length_max,dispatching_waiting_time_mean,dispatching_waiting_time_max,dispatching_queue_length_mean,dispatching_queue_length_max,n_orders_created,n_orders_incomplete,work_in_progress_max,work_in_progress_mean,denom_orders,completed_norm,late_total_norm,on_time_loss_norm,station_capacity_sum,station_capacity_norm,worker_capacity_norm,time_in_system_mean_norm,time_in_system_std_norm,objective_completed_contribution,objective_late_contribution,objective_station_capacity_contribution,objective_worker_capacity_contribution,objective_time_mean_contribution,objective_time_std_contribution,objective_time_mode,objective_missing_terms,objective_value,error
bo,0,0,0,12345,3,2,4,1,1,1,5,1,,0,12345,False,1440,False,0.5,0.8,0.5,0.1,1.5,2.5,2,3,5,4,3,6,4,2,2,2,0.2,0.75,0.4,0.8,1.2,1,1,False,{},simulation ended,1440.0,619,428,191,428,191,0.308562197092084,269.10029896031386,144.82484885150444,14.761091354953912,524.2421518547511,267.6590432288073,150.78698395118775,2.5508536636921235,524.4244205255567,190.39723641278798,403,2.209547641724008,4.912612602403669,0.9688094244024344,1,0.9827218318294227,2.0264904900045915,3.8432636088019763,0.9885120369408887,1,0.0,0.0,0.0,0,563,0.5450622917502586,0.15973353272125632,422,0.11003045263583282,3.7249548994361703,0.05325779547720519,1,0.016856490920498943,0.2688193987262366,0.0072576558129926,1,1021,402,403,190.39723641278798,1021,0.6062683643486778,0.5808031341821743,0.5808031341821743,12,0.25,0.4444444444444444,0.7475008304453163,0.40229124680973455,-0.21219392752203722,0.4646425073457395,0.75,0.4444444444444444,0.29900033217812655,0.0,mean,,1.745893356446273,
bo,0,0,1,12346,3,2,4,1,1,1,5,1,,0,12346,False,1440,False,0.5,0.8,0.5,0.1,1.5,2.5,2,3,5,4,3,6,4,2,2,2,0.2,0.75,0.4,0.8,1.2,1,1,False,{},simulation ended,1440.0,627,363,264,363,264,0.42105263157894735,303.61724953262205,147.75226983657817,16.790300830452097,537.4637797234659,266.2663597969003,149.52152844692742,1.6452465175511861,524.2111974950775,199.8760438490411,367,2.234083197183328,5.0,0.9930296467963359,1,0.9965838271194898,2.037421291087397,4.0,0.994761536683218,1,0.0,0.0,0.0,0,555,0.6960214888940672,0.2117065362052788,437,0.07769688868047818,2.6903693678912433,0.037607452368259235,1,0.015252112096034037,0.32746920463169715,0.006651615552992622,1,993,366,367,199.8760438490411,993,0.6314199395770392,0.6344410876132931,0.6344410876132931,12,0.25,0.4444444444444444,0.8433812487017279,0.4104229717682727,-0.2209969788519637,0.5075528700906345,0.75,0.4444444444444444,0.3373524994806912,0.0,mean,,1.8183528351638063,
bo,0,0,2,12347,3,2,4,1,1,1,5,1,,0,12347,False,1440,False,0.5,0.8,0.5,0.1,1.5,2.5,2,3,5,4,3,6,4,2,2,2,0.2,0.75,0.4,0.8,1.2,1,1,False,{},simulation ended,1440.0,624,459,165,459,165,0.2644230769230769,245.17247433942867,133.38163230341675,17.778919770891786,489.9512655515192,247.5502155522045,136.0780960457747,0.14810226973690988,491.4132353579133,167.78513969131447,358,2.2313774944702645,4.937262971438486,0.9913974041135493,1,0.9951114276770077,2.0216871208259337,3.9095915878893948,0.9946730482654857,1,0.0,0.0,0.0,0,561,0.6294392667063212,0.18620911640062004,426,0.18022667844850107,3.6720625670466234,0.08841222885412336,1,0.018734738502447865,0.2587230329856993,0.008118386684394076,1,982,358,358,167.78513969131447,982,0.6354378818737271,0.5325865580448065,0.5325865580448066,12,0.25,0.4444444444444444,0.6810346509428574,0.37050453417615764,-0.22240325865580446,0.4260692464358452,0.75,0.4444444444444444,0.272413860377143,0.0,mean,,1.6705242926016282,
bo,0,0,3,12348,3,2,4,1,1,1,5,1,,0,12348,False,1440,False,0.5,0.8,0.5,0.1,1.5,2.5,2,3,5,4,3,6,4,2,2,2,0.2,0.75,0.4,0.8,1.2,1,1,False,{},simulation ended,1440.0,621,388,233,388,233,0.3752012882447665,293.5189716393672,150.71517578118994,18.139979620098103,557.195606755789,290.2759971727441,163.51493011560183,1.2982167792583823,566.6995183639907,201.76960300936125,374,2.2349964316784323,4.814777997771216,0.983874895446717,1,0.9931222828037565,2.0313889140112598,3.929289377360419,0.9931204963477366,1,0.0,0.0,0.0,0,559,0.4954976629283264,0.1414232912941265,411,0.11791143732503467,4.089805807277571,0.057154293925607086,1,0.01582327557638509,0.4278468319382682,0.00682378759231607,1,994,373,374,201.76960300936125,994,0.6247484909456741,0.6096579476861167,0.6096579476861167,12,0.25,0.4444444444444444,0.81533047677602,0.41865326605886094,-0.21866197183098593,0.48772635814889337,0.75,0.4444444444444444,0.326132190710408,0.0,mean,,1.7896410214727598,
bo,0,0,4,12349,3,2,4,1,1,1,5,1,,0,12349,False,1440,False,0.5,0.8,0.5,0.1,1.5,2.5,2,3,5,4,3,6,4,2,2,2,0.2,0.75,0.4,0.8,1.2,1,1,False,{},simulation ended,1440.0,628,415,213,415,213,0.339171974522293,280.58177917778323,149.35474582553448,17.001737758632718,544.9746608988505,259.2282576017394,153.4170030304741,2.3702258651678676,533.3791795127527,186.8118566285213,360,2.2261328265023415,4.959176316126701,0.9910036685131882,1,0.996496022009436,2.010117317309102,3.887935953915644,0.9939567158299102,1,0.0,0.0,0.0,0,572,0.5395762810036199,0.15999935554760117,427,0.12653683102492752,3.290698119999888,0.062038196321943635,1,0.017215053200691197,0.27417494801625253,0.0075196308772463635,1,986,358,360,186.8118566285213,986,0.6369168356997972,0.579107505070994,0.579107505070994,12,0.25,0.4444444444444444,0.7793938310493979,0.414874293959818,-0.222920892494929,0.4632860040567952,0.75,0.4444444444444444,0.3117575324197592,0.0,mean,,1.74656708842607,
bo,0,0,5,12350,3,2,4,1,1,1,5,1,,0,12350,False,1440,False,0.5,0.8,0.5,0.1,1.5,2.5,2,3,5,4,3,6,4,2,2,2,0.2,0.75,0.4,0.8,1.2,1,1,False,{},simulation ended,1440.0,626,422,204,422,204,0.3258785942492013,270.38017531558467,155.89285548059416,14.434452578095813,557.2988182095969,279.80184467975243,164.92470701060796,1.413134571995215,560.0923783698329,198.56622151320323,417,2.2236367432198896,4.894477078724549,0.9870776850950677,1,0.9968155624563068,2.0254544857905397,3.816728990567128,0.9947807701897914,1,0.0,0.0,0.0,0,551,0.5129442098831088,0.14782767159825708,414,0.1306797735394461,4.205010102002234,0.06361563975774424,1,0.017875562142939398,0.34058939701697,0.007770904098250043,1,1043,417,417,198.56622151320323,1043,0.6001917545541706,0.5953978906999041,0.5953978906999041,12,0.25,0.4444444444444444,0.7510560425432907,0.4330357096683171,-0.2100671140939597,0.4763183125599233,0.75,0.4444444444444444,0.3004224170173163,0.0,mean,,1.7611180599277243,
bo,0,0,6,12351,3,2,4,1,1,1,5,1,,0,12351,False,1440,False,0.5,0.8,0.5,0.1,1.5,2.5,2,3,5,4,3,6,4,2,2,2,0.2,0.75,0.4,0.8,1.2,1,1,False,{},simulation ended,1440.0,626,412,214,412,214,0.34185303514376997,282.57192739709325,157.9935064164262,16.884243829182953,551.925233055522,270.67635510556937,161.12672893564255,1.1464144984247469,555.0712096295179,189.94547591893664,358,2.236985544331149,4.949586915609643,0.9939979935300995,1,0.9962297685495481,2.0177730185257037,3.888137736205863,0.9920061610787582,1,0.0,0.0,0.0,0,569,0.6164979677697284,0.18133478777080264,422,0.07810622309882147,4.328999938525669,0.03796830289526044,1,0.015106411753392548,0.23517286859168962,0.006567092887238705,1,983,357,358,189.94547591893664,983,0.6368260427263479,0.5808748728382502,0.5808748728382502,12,0.25,0.4444444444444444,0.7849220205474813,0.4388708511567394,-0.22288911495422176,0.4646998982706002,0.75,0.4444444444444444,0.31396880821899253,0.0,mean,,1.7502240359798154,
bo,0,0,7,12352,3,2,4,1,1,1,5,1,,0,12352,False,1440,False,0.5,0.8,0.5,0.1,1.5,2.5,2,3,5,4,3,6,4,2,2,2,0.2,0.75,0.4,0.8,1.2,1,1,False,{},simulation ended,1440.0,628,403,225,403,225,0.35828025477707004,283.3908626140171,146.16719171749338,18.33639530019523,539.2203591823001,250.06440207815402,150.8786416567945,1.9679574162075824,523.2700140390792,191.83664704049787,394,2.234653760357651,4.793160120564153,0.9967711172049941,1,0.9979131770852253,2.033946721299736,3.8554135440817845,0.9950013149025358,1,0.0,0.0,0.0,0,563,0.5537723071470501,0.15378594818425728,397,0.08473379410948079,4.347383446723029,0.04101351006549174,1,0.014955607707629538,0.34686615242867447,0.006532692533402069,1,1021,393,394,191.83664704049787,1021,0.6150832517140059,0.6052889324191969,0.6052889324191968,12,0.25,0.4444444444444444,0.787196840594492,0.40601997699303716,-0.21527913809990207,0.48423114593535754,0.75,0.4444444444444444,0.31487873623779683,0.0,mean,,1.7782751885176968,
bo,0,0,8,12353,3,2,4,1,1,1,5,1,,0,12353,False,1440,False,0.5,0.8,0.5,0.1,1.5,2.5,2,3,5,4,3,6,4,2,2,2,0.2,0.75,0.4,0.8,1.2,1,1,False,{},simulation ended,1440.0,627,438,189,438,189,0.3014354066985646,267.71029082427054,152.79876234307042,16.1133934996402,560.2070115823929,286.56607754746653,150.5813025597176,0.07675583064383318,555.4844540315521,194.17716846550667,393,2.211759881575338,5.150074257292545,0.9841800641011035,1,0.9915736050786996,2.0136575994844375,3.9150106566454497,0.989825618703382,1,0.0,0.0,0.0,0,568,0.5273912948795255,0.14613133795620187,399,0.1314440233228111,3.4057842427631044,0.06398768079811847,1,0.01649582380103119,0.2828761038887251,0.007194012046560824,1,1017,390,393,194.17716846550667,1017,0.616519174041298,0.5693215339233039,0.5693215339233038,12,0.25,0.4444444444444444,0.7436396967340848,0.42444100650852895,-0.21578171091445428,0.4554572271386431,0.75,0.4444444444444444,0.29745587869363393,0.0,mean,,1.731575839362267,
bo,0,0,9,12354,3,2,4,1,1,1,5,1,,0,12354,False,1440,False,0.5,0.8,0.5,0.1,1.5,2.5,2,3,5,4,3,6,4,2,2,2,0.2,0.75,0.4,0.8,1.2,1,1,False,{},simulation ended,1440.0,630,450,180,450,180,0.2857142857142857,267.8261598766215,139.015150016962,16.093135209304503,525.048084643772,268.02312821236336,152.28228295527498,0.2578344875973926,521.9497780640932,187.90227044650666,380,2.2273548292934904,4.820848918353363,0.9958551880118798,1,0.9984790289817328,2.0249707838266007,3.7561579078063687,0.9954837914352773,1,0.0,0.0,0.0,0,553,0.5936412185027887,0.1768982462385977,425,0.13831396676436022,3.1122963935438293,0.0674280587976256,1,0.01632646634645499,0.3041007647874494,0.007154166850425763,1,1010,380,380,187.90227044650666,1010,0.6237623762376238,0.5544554455445545,0.5544554455445545,12,0.25,0.4444444444444444,0.7439615552128375,0.3861531944915611,-0.21831683168316832,0.4435643564356436,0.75,0.4444444444444444,0.297584622085135,0.0,mean,,1.717276591282055,
