method,run_index,trial_index,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity,objective_mean,objective_std,n_valid_replications,n_orders_completed_mean,n_orders_in_date_mean,n_orders_late_mean,n_orders_created_mean,n_orders_incomplete_mean,late_order_fraction_mean,time_in_system_mean_mean,time_in_system_std_mean,wip_time_in_system_mean_mean,wip_time_in_system_std_mean,wip_time_in_system_min_mean,wip_time_in_system_max_mean,wip_mean_mean,work_in_progress_mean_mean,completed_norm_mean,late_total_norm_mean,on_time_loss_norm_mean,station_capacity_norm_mean,worker_capacity_norm_mean,time_in_system_mean_norm_mean,time_in_system_std_norm_mean,objective_completed_contribution_mean,objective_late_contribution_mean,objective_station_capacity_contribution_mean,objective_worker_capacity_contribution_mean,objective_time_mean_contribution_mean,objective_time_std_contribution_mean,best_objective_so_far
bo,3,0,4,5,4,4,1,3,8,2.1821196225523254,1.2140085182169198,30,404.23333333333335,404.23333333333335,0.0,1010.7,606.4666666666667,0.0,22.434999096545656,6.161385252463192,431.50865606212744,250.73509245486213,0.9268412703819043,866.9862639044951,234.02279605334007,234.02279605334007,0.40375759411095913,0.5962424058890409,0.5962424058890409,0.625,0.777777777777778,0.062319441934849035,0.017114959034619976,-0.40375759411095913,1.7887272176671227,0.5,0.2722222222222222,0.024927776773939612,0.0,2.1821196225523254
bo,3,1,2,2,1,2,5,1,2,2.9690599634237143,0.07398482098681285,30,368.8,144.96666666666667,223.83333333333334,995.8333333333334,627.0333333333333,0.6069918236693176,454.59766843564734,253.66293530374776,449.7882418543531,260.3331329097431,1.5951565664099008,907.5808052277099,312.53301945065624,312.53301945065624,0.37065367692596524,0.8541276325478013,0.8541276325478013,0.2916666666666667,0.11111111111111112,1.2627713012101316,0.7046192647326327,-0.37065367692596524,2.5623828976434044,0.23333333333333336,0.03888888888888889,0.5051085204840525,0.0,2.1821196225523254
bo,3,2,1,4,4,5,3,3,10,1.6234161770387396,0.22945371621385688,30,709.1333333333333,579.5666666666667,129.56666666666666,1005.6,296.46666666666664,0.18270031445003226,222.27947641036897,118.70742203427186,211.98586302877828,124.7647898019615,0.9851819008766977,428.4383576671964,153.38278434247042,153.38278434247042,0.7060301473499863,0.4219341539035128,0.4219341539035128,0.5833333333333334,1.0,0.6174429900288027,0.32974283898408857,-0.7060301473499863,1.2658024617105381,0.46666666666666673,0.34999999999999987,0.24697719601152107,0.0,1.6234161770387396
bo,3,3,3,3,2,1,2,5,4,2.1574568979926747,0.7160675171353552,30,406.1,355.0,51.1,1012.3,606.2,0.07413466177931598,139.8892544304886,68.31701725263729,430.09652276788177,248.62006191591894,1.224149662874735,866.8920329217157,259.3457574055816,259.3457574055816,0.3988139124392662,0.6502794351697253,0.6502794351697253,0.4166666666666666,0.3333333333333334,0.38858126230691276,0.18976949236843693,-0.3988139124392662,1.9508383055091758,0.3333333333333334,0.11666666666666667,0.1554325049227651,0.0,1.6234161770387396
bo,3,4,4,3,1,1,2,4,9,3.350035601760168,0.08516796106029614,30,328.23333333333335,133.76666666666668,194.46666666666667,1008.7,680.4666666666667,0.5437429242781008,416.28858763620246,232.17882816649166,483.07102029227036,280.7652406448062,1.1813628541045698,975.3775679574497,334.29689218101873,334.29689218101873,0.3252911052854803,0.8672242402610674,0.8672242402610674,0.375,0.888888888888889,1.15635718787834,0.6449411893513658,-0.3252911052854803,2.601672720783202,0.3000000000000001,0.3111111111111111,0.4625428751513361,0.0,1.6234161770387396
bo,3,5,2,2,3,5,4,1,5,2.004679761783132,0.20089132658672115,30,628.5,404.56666666666666,223.93333333333334,1006.9333333333333,378.43333333333334,0.3567819166040655,284.8601353876615,154.21337760627955,275.8746542860984,159.7990612995833,1.3406781844344475,551.5854423521698,197.2211478485528,197.2211478485528,0.6249914921479208,0.5969792567223281,0.5969792567223281,0.4583333333333334,0.4444444444444445,0.7912781538546155,0.42837049335077654,-0.6249914921479208,1.7909377701669842,0.3666666666666668,0.15555555555555556,0.31651126154184617,0.0,1.6234161770387396
bo,3,6,3,4,3,3,5,2,7,-0.1556311023487153,0.06095243275764439,30,970.7666666666667,970.7666666666667,0.0,997.9333333333333,27.166666666666668,0.0,32.89477367226029,12.242622584362028,18.4805111099227,11.405280327606938,1.01069703556797,41.41716103764889,22.712228210465376,22.712228210465376,0.9730452127183624,0.026954787281637752,0.02695478728163775,0.5833333333333334,0.6666666666666669,0.09137437131183417,0.0340072849565612,-0.9730452127183624,0.08086436184491326,0.46666666666666673,0.23333333333333334,0.036549748524733666,0.0,-0.1556311023487153
bo,3,7,5,1,5,3,1,5,3,3.435376301255803,0.046493825396553376,30,318.4,113.16666666666667,205.23333333333332,995.2,676.8,0.6446074374739511,497.24370847454634,276.8127527580278,487.3222754844032,282.2261921589039,0.9989614699093257,973.2222503955228,339.156439538518,339.156439538518,0.32014930103162886,0.8861960494756083,0.8861960494756083,0.5833333333333334,0.22222222222222224,1.3812325235404068,0.7689243132167438,-0.32014930103162886,2.6585881484268254,0.46666666666666673,0.07777777777777778,0.5524930094161626,0.0,-0.1556311023487153
bo,3,8,5,4,2,5,5,5,9,1.6588853702779975,0.21875797020429233,30,716.6333333333333,612.2666666666667,104.36666666666666,1002.4,285.76666666666665,0.1451058972476734,209.8976507531312,110.1287027699102,207.3127109019283,119.24987060232316,1.2024382669648503,421.0550774311158,146.26575996427286,146.26575996427286,0.7155928389817785,0.3878269398446916,0.3878269398446916,0.8333333333333331,0.888888888888889,0.5830490298698089,0.3059130632497506,-0.7155928389817785,1.163480819534075,0.6666666666666669,0.3111111111111111,0.2332196119479235,0.0,-0.1556311023487153
bo,3,9,3,2,5,1,2,2,5,1.8352934331125679,0.19727953143966265,30,631.5333333333333,429.43333333333334,202.1,1002.2666666666667,370.73333333333335,0.32026198565852565,269.7510828289095,147.57720989113096,264.13590337428616,153.39035530757482,1.4014050181378328,530.6264704862732,186.62931790999065,186.62931790999065,0.630799796134872,0.5702714161088097,0.5702714161088097,0.375,0.4444444444444445,0.7493085634136375,0.4099366941420305,-0.630799796134872,1.7108142483264293,0.3000000000000001,0.15555555555555556,0.29972342536545504,0.0,-0.1556311023487153
